FIPS,State,County,GROC07,GROC11,PCH_GROC_07_11,GROCPTH07,GROCPTH11,PCH_GROCPTH_07_11,SUPERC07,SUPERC11,PCH_SUPERC_07_11,SUPERCPTH07,SUPERCPTH11,PCH_SUPERCPTH_07_11,CONVS07,CONVS11,PCH_CONVS_07_11,CONVSPTH07,CONVSPTH11,PCH_CONVSPTH_07_11,SPECS07,SPECS11,PCH_SPECS_07_11,SPECSPTH07,SPECSPTH11,PCH_SPECSPTH_07_11,SNAPS08,SNAPS12,PCH_SNAPS_08_12,SNAPSPTH08,SNAPSPTH12,PCH_SNAPSPTH_08_12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12
01023,AL,Choctaw,3,3,0,0.21159543,0.220442354,4.181056654,0,0,0,0,0,0,23,16,-30.43478261,1.622231626,1.175692556,-27.52622146,1,1,0,0.07053181,0.073480785,4.181056654,15.16666667,16.33333333,7.692307692,1.076948567,1.198073303,11.24703068,5,3,-40,0.355038,0.2200543,-38.01952
01025,AL,Clarke,8,5,-37.5,0.30284676,0.194590387,-35.74625414,2,2,0,0.07571169,0.077836155,2.805993384,19,16,-15.78947368,0.719261054,0.622689239,-13.42653189,3,2,-33.33333333,0.113567535,0.077836155,-31.46267108,35.25,40.16666667,13.94799054,1.342141334,1.596385941,18.94320669,14,8,-42.85714,0.533049,0.3179524,-40.35213
01027,AL,Clay,3,3,0,0.217833285,0.216418987,-0.649256961,0,0,0,0,0,0,11,5,-54.54545455,0.798722045,0.360698312,-54.84057135,1,0,-100,0.072611095,0,-100,11.58333333,10.16666667,-12.23021583,0.838946428,0.756729934,-9.799969477,3,3,0,0.2172811,0.2232974,2.768888
01029,AL,Cleburne,4,3,-25,0.272257011,0.202224469,-25.72295248,0,0,0,0,0,0,10,9,-10,0.680642527,0.606673407,-10.86754297,1,0,-100,0.068064253,0,-100,11.41666667,16.66666667,45.98540146,0.774746652,1.123696512,45.04051213,5,5,0,0.3393051,0.337109,-0.6472443
01031,AL,Coffee,6,5,-16.66666667,0.128188694,0.098958952,-22.80212168,1,1,0,0.021364782,0.01979179,-7.362546016,37,25,-32.43243243,0.790496945,0.494794759,-37.40712569,0,0,0,0,0,0,16.75,37.5,123.880597,0.350616457,0.731678764,108.6835199,7,8,14.28571,0.1465263,0.1560915,6.527969
01033,AL,Colbert,10,10,0,0.183130059,0.183445847,0.172439096,1,1,0,0.018313006,0.018344585,0.172439096,41,49,19.51219512,0.750833242,0.898884649,19.71828087,2,4,100,0.036626012,0.073378339,100.3448782,39.91666667,55.75,39.66597077,0.730726516,1.023950336,40.12771038,11,8,-27.27273,0.2013693,0.1469346,-27.03229
01035,AL,Conecuh,4,5,25,0.304924531,0.381533766,25.12399847,0,0,0,0,0,0,13,18,38.46153846,0.991004726,1.373521557,38.59889062,1,1,0,0.076231133,0.076306753,0.099198779,16.08333333,22.75,41.4507772,1.233573656,1.752561436,42.07189224,2,1,-50,0.1533978,0.0770357,-49.78045
01037,AL,Coosa,0,0,0,0,0,0,0,0,0,0,0,0,8,11,37.5,0.74190856,1.026789881,38.39844115,0,0,0,0,0,0,7.166666667,5,-30.23255814,0.668282979,0.455954769,-31.77220076,2,1,-50,0.1864976,0.091191,-51.10341
01039,AL,Covington,9,9,0,0.244538637,0.23648116,-3.294970834,0,1,,0,0.026275684,0,27,33,22.22222222,0.733615911,0.867097588,18.19503565,4,4,0,0.108683839,0.105102738,-3.294970834,35.83333333,48.75,36.04651163,0.977823864,1.284415755,31.354511,10,9,-10,0.2728811,0.2371229,-13.10395
01041,AL,Crenshaw,6,6,0,0.436649443,0.431313349,-1.222054489,0,0,0,0,0,0,11,11,0,0.800523979,0.79074114,-1.222054489,0,0,0,0,0,0,19.25,20.25,5.194805195,1.406546836,1.437903856,2.229361918,6,5,-16.66667,0.4384042,0.355038,-19.01583
01043,AL,Cullman,10,13,30,0.1240664,0.161418496,30.10653621,1,1,0,0.01240664,0.012416807,0.081950929,57,57,0,0.707178482,0.707758021,0.081950929,8,5,-37.5,0.09925312,0.062084037,-37.44878067,55,77.5,40.90909091,0.674697613,0.963451019,42.79745491,9,11,22.22222,0.1104051,0.1367479,23.86015
01045,AL,Dale,8,8,0,0.165758449,0.159859324,-3.558868196,1,1,0,0.020719806,0.019982415,-3.558868196,35,36,2.857142857,0.725193212,0.719366957,-0.803407287,1,2,100,0.020719806,0.039964831,92.88226361,24.83333333,36.58333333,47.31543624,0.513085399,0.725226654,41.34618813,8,8,0,0.1652893,0.1585917,-4.052018
01047,AL,Dallas,11,8,-27.27272727,0.2571295,0.184621065,-28.19918935,1,1,0,0.023375409,0.023077633,-1.27388535,45,36,-20,1.051893408,0.830794794,-21.01910828,0,0,0,0,0,0,53.5,55.58333333,3.894080997,1.255073076,1.296736967,3.31963864,14,10,-28.57143,0.3284304,0.233296,-28.96636
01049,AL,DeKalb,12,14,16.66666667,0.175759795,0.19614711,11.59953298,1,1,0,0.01464665,0.014010508,-4.343257443,50,46,-8,0.732332479,0.644483363,-11.99579685,2,2,0,0.029293299,0.028021016,-4.343257443,59.25,83.83333333,41.49085795,0.860016837,1.179422247,37.13943679,12,11,-8.333333,0.1741806,0.1547552,-11.15246
01051,AL,Elmore,12,7,-41.66666667,0.154920668,0.087323171,-43.63362108,1,2,100,0.012910056,0.024949477,93.25615628,55,59,7.272727273,0.71005306,0.736009581,3.655574734,1,1,0,0.012910056,0.012474739,-3.371921858,33.16666667,65.75,98.24120603,0.424533333,0.815463419,92.08466211,12,10,-16.66667,0.1536,0.1240249,-19.25465
01053,AL,Escambia,9,6,-33.33333333,0.239215374,0.157500984,-34.1593385,0,0,0,0,0,0,30,29,-3.333333333,0.797384579,0.761254758,-4.531040819,0,0,0,0,0,0,29.58333333,42.25,42.81690141,0.788216278,1.112017687,41.08027435,6,6,0,0.1598636,0.1579197,-1.215975
01055,AL,Etowah,25,17,-32,0.24221051,0.162986683,-32.7086661,0,2,,0,0.019174904,0,72,71,-1.388888889,0.697566269,0.680709088,-2.416570526,2,1,-50,0.019376841,0.009587452,-50.52107801,66.91666667,101,50.93399751,0.646944136,0.967507089,49.55032984,18,17,-5.555555,0.1740223,0.1628477,-6.421362
01057,AL,Fayette,5,7,40,0.285095222,0.407403096,42.90071005,1,1,0,0.057019044,0.058200442,2.071935747,9,11,22.22222222,0.513171399,0.640204866,24.75458813,0,0,0,0,0,0,10,12.66666667,26.66666667,0.5689253,0.745843883,31.09697933,5,5,0,0.2844627,0.2944121,3.497617
01059,AL,Franklin,7,6,-14.28571429,0.228556502,0.18818216,-17.66492822,0,1,,0,0.031363693,0,21,32,52.38095238,0.685669507,1.003638188,46.37346094,1,1,0,0.032650929,0.031363693,-3.942416259,17.5,30.75,75.71428571,0.563588934,0.968168509,71.78628777,6,7,16.66667,0.1932305,0.2203961,14.05865
01061,AL,Geneva,11,11,0,0.427732628,0.410738957,-3.972965909,0,0,0,0,0,0,12,14,16.66666667,0.466617413,0.522758672,12.03153977,2,1,-50,0.077769569,0.037339905,-51.98648295,13.41666667,23.16666667,72.67080745,0.516601851,0.860223039,66.51567117,6,7,16.66667,0.2310269,0.2599235,12.5079
01063,AL,Greene,6,2,-66.66666667,0.659340659,0.224190113,-65.99783283,0,0,0,0,0,0,5,11,120,0.549450549,1.233045623,124.4143033,0,0,0,0,0,0,10,15.16666667,51.66666667,1.10631707,1.708727655,54.45189274,2,2,0,0.2212634,0.2253267,1.836405
01065,AL,Hale,5,5,0,0.276380521,0.324233189,17.31405227,0,0,0,0,0,0,16,13,-18.75,0.884417666,0.84300629,-4.682332534,0,0,0,0,0,0,12.08333333,15.08333333,24.82758621,0.668215082,0.980201022,46.68944901,4,3,-25,0.2212022,0.1949571,-11.86475
01067,AL,Henry,4,3,-25,0.240196962,0.172294969,-28.26929704,0,0,0,0,0,0,16,15,-6.25,0.960787846,0.861474845,-10.3366213,2,1,-50,0.120098481,0.057431656,-52.17953136,14.16666667,17.58333333,24.11764706,0.85223285,1.017141976,19.35024279,4,3,-25,0.2406305,0.1735408,-27.88078
01069,AL,Houston,16,16,0,0.164284541,0.156297317,-4.861823404,3,3,0,0.030803351,0.029305747,-4.861823404,69,73,5.797101449,0.708477082,0.713106507,0.653433211,6,7,16.66666667,0.061606703,0.068380076,10.99453936,64.83333333,121,86.63239075,0.655862636,1.170190132,78.42000242,18,21,16.66667,0.1820904,0.2030908,11.53298
01071,AL,Jackson,16,11,-31.25,0.303053262,0.206413841,-31.88859282,1,1,0,0.018940829,0.018764895,-0.928862284,31,39,25.80645161,0.587165694,0.731830891,24.63788293,1,2,100,0.018940829,0.037529789,98.14227543,38.91666667,55.08333333,41.54175589,0.735192252,1.038935727,41.31483631,12,11,-8.333333,0.2266974,0.2074728,-8.480297
01073,AL,Jefferson,135,102,-24.44444444,0.204088729,0.154796177,-24.15251032,12,18,50,0.01814122,0.027316972,50.5795751,445,458,2.921348315,0.672736921,0.695065189,3.319019319,44,48,9.090909091,0.066517808,0.07284526,9.512418254,361.5833333,551.5833333,52.54666974,0.545050654,0.835720927,53.32903858,103,94,-8.737864,0.1552622,0.1424223,-8.269807
01075,AL,Lamar,4,4,0,0.276166805,0.279505276,1.208860317,0,0,0,0,0,0,11,8,-27.27272727,0.759458713,0.559010551,-26.39355613,0,0,0,0,0,0,12.5,12.33333333,-1.333333333,0.871626804,0.864950791,-0.765925614,4,4,0,0.2789206,0.2805246,0.5750708
01077,AL,Lauderdale,14,19,35.71428571,0.158152776,0.204783307,29.48448497,2,2,0,0.022593254,0.021556138,-4.590379496,61,55,-9.836065574,0.689094236,0.592793783,-13.97493233,5,3,-40,0.056483134,0.032334206,-42.7542277,55.41666667,80.66666667,45.56390977,0.621263079,0.871676284,40.30711193,17,16,-5.882353,0.190583,0.1728945,-9.281259
01079,AL,Lawrence,7,6,-14.28571429,0.204972036,0.175865404,-14.20029395,0,1,,0,0.029310901,0,19,21,10.52631579,0.556352669,0.615528915,10.63646307,1,1,0,0.029281719,0.029310901,0.099657062,18.83333333,27.16666667,44.24778761,0.553156911,0.802844928,45.13873234,6,6,0,0.176227,0.1773154,0.6176525
01081,AL,Lee,14,13,-7.142857143,0.107041004,0.090612541,-15.34782271,2,3,50,0.015291572,0.020910586,36.74582485,76,75,-1.315789474,0.581079738,0.522764658,-10.03564154,1,3,200,0.007645786,0.020910586,173.4916497,46.5,88.08333333,89.4265233,0.349348259,0.598160585,71.22185963,13,15,15.38461,0.0976673,0.1018627,4.295673
01083,AL,Limestone,10,13,30,0.135301519,0.152280102,12.54870035,1,1,0,0.013530152,0.011713854,-13.42407666,50,56,12,0.676507597,0.655975823,-3.034965854,3,2,-33.33333333,0.040590456,0.023427708,-42.28271777,42.58333333,62.08333333,45.7925636,0.55800159,0.708277242,26.93104363,8,9,12.5,0.10483,0.1026764,-2.054378
01085,AL,Lowndes,3,2,-33.33333333,0.236891977,0.179420472,-24.26063814,0,0,0,0,0,0,11,8,-27.27272727,0.868603917,0.717681888,-17.37524161,0,0,0,0,0,0,12.66666667,16.66666667,31.57894737,1.005929691,1.535107918,52.60588609,6,2,-66.66666,0.476493,0.1842129,-61.33984
01087,AL,Macon,5,5,0,0.224638332,0.236049476,5.079784723,0,0,0,0,0,0,17,15,-11.76470588,0.76377033,0.708148428,-7.282542892,0,0,0,0,0,0,9.75,13,33.33333333,0.439288128,0.633065498,44.11167925,4,4,0,0.1802208,0.1947894,8.083758
01089,AL,Madison,35,38,8.571428571,0.111537432,0.11172823,0.1710618,9,10,11.11111111,0.028681054,0.029402166,2.514244533,193,211,9.32642487,0.615049268,0.620385698,0.867642677,23,15,-34.7826087,0.073296027,0.044103249,-39.8285956,136.25,227.5833333,67.03363914,0.424568576,0.663353542,56.24178988,35,35,0,0.1090635,0.102017,-6.46088
01091,AL,Marengo,6,5,-16.66666667,0.282153774,0.241639281,-14.35901153,0,1,,0,0.048327856,0,25,18,-28,1.175640724,0.869901411,-26.00618597,0,0,0,0,0,0,22,25.58333333,16.28787879,1.042654028,1.254023496,20.27225344,8,6,-25,0.3791469,0.2941032,-22.43027
01093,AL,Marion,5,6,20,0.16948578,0.19567557,15.45249976,0,2,,0,0.06522519,0,19,18,-5.263157895,0.644045965,0.58702671,-8.853289667,0,1,,0,0.032612595,0,19.58333333,22.83333333,16.59574468,0.666598589,0.752904453,12.94720174,8,7,-12.5,0.2723126,0.2308174,-15.23807
01095,AL,Marshall,17,22,29.41176471,0.193247698,0.233629973,20.89663935,2,3,50,0.022735023,0.031858633,40.13019561,70,59,-15.71428571,0.795725816,0.626553108,-21.2601758,7,5,-28.57142857,0.079572582,0.053097721,-33.27133542,58,89.16666667,53.73563218,0.650224215,0.940814834,44.69083303,15,14,-6.666667,0.1681614,0.1477167,-12.15779
01097,AL,Mobile,61,59,-3.278688525,0.150530311,0.143003609,-5.000123772,6,8,33.33333333,0.01480626,0.01939032,30.96028135,264,228,-13.63636364,0.651475444,0.552624116,-15.17345412,31,30,-3.225806452,0.07649901,0.0727137,-4.948182889,351.6666667,463.3333333,31.7535545,0.859543293,1.119335678,30.2244677,64,55,-14.0625,0.1564287,0.1328708,-15.05987
01099,AL,Monroe,9,6,-33.33333333,0.395447955,0.263620387,-33.33626245,0,0,0,0,0,0,11,16,45.45454545,0.483325278,0.702987698,45.44815466,0,0,0,0,0,0,27.25,25.58333333,-6.116207951,1.20319675,1.131905731,-5.925133956,11,6,-45.45454,0.4856941,0.2654632,-45.34353
01101,AL,Montgomery,38,35,-7.894736842,0.168403886,0.150841263,-10.42887007,4,6,50,0.017726725,0.025858502,45.87298304,116,136,17.24137931,0.514075019,0.586126052,14.0156649,13,16,23.07692308,0.057611856,0.068956006,19.69065275,144.4166667,195.0833333,35.08366994,0.643209739,0.847639283,31.78271899,35,28,-20,0.1558847,0.1216603,-21.95491
01103,AL,Morgan,22,19,-13.63636364,0.191058464,0.158395372,-17.09586255,2,2,0,0.017368951,0.016673197,-4.00573558,94,99,5.319148936,0.816340709,0.825323252,1.100342315,6,7,16.66666667,0.052106854,0.05835619,11.99330849,60.83333333,100.3333333,64.93150685,0.523086007,0.833367942,59.31757508,17,18,5.882353,0.1461775,0.1495079,2.278343
01105,AL,Perry,4,4,0,0.372925601,0.385616504,3.403065651,0,0,0,0,0,0,7,7,0,0.652619802,0.674828883,3.403065651,1,0,-100,0.0932314,0,-100,18.91666667,18.75,-0.881057269,1.759198983,1.841665848,4.687750829,5,4,-20,0.4649865,0.3928887,-15.50535
01107,AL,Pickens,6,4,-33.33333333,0.307644978,0.20672903,-32.80272882,0,0,0,0,0,0,8,10,25,0.410193304,0.516822575,25.99488346,0,0,0,0,0,0,17.75,23.91666667,34.74178404,0.915656435,1.232500215,34.60291077,7,7,0,0.361104,0.3607318,-0.1030731
01109,AL,Pike,8,8,0,0.265023521,0.243050281,-8.291052712,1,1,0,0.03312794,0.030381285,-8.291052712,18,19,5.555555556,0.596302922,0.577244417,-3.196111196,0,0,0,0,0,0,32,40.16666667,25.52083333,1.053636693,1.21049565,14.88738561,6,7,16.66667,0.1975569,0.2109578,6.783296
01111,AL,Randolph,4,4,0,0.178659163,0.175538684,-1.746609909,0,1,,0,0.043884671,0,25,15,-40,1.116619769,0.658270066,-41.04796595,1,2,100,0.044664791,0.087769342,96.50678018,17,18.16666667,6.862745098,0.751547303,0.801176038,6.603541086,5,4,-20,0.2210433,0.1764057,-20.19404
01113,AL,Russell,13,8,-38.46153846,0.258824935,0.146595324,-43.36120524,1,1,0,0.01990961,0.018324415,-7.961958514,39,34,-12.82051282,0.776474804,0.623030125,-19.76170742,1,2,100,0.01990961,0.036648831,84.07608297,41.25,52.83333333,28.08080808,0.820324152,0.913755333,11.389544,13,11,-15.38461,0.2585264,0.1902456,-26.41155
01115,AL,St. Clair,14,12,-14.28571429,0.178309877,0.142183464,-20.26046656,1,2,100,0.01273642,0.023697244,86.05891135,46,57,23.91304348,0.58587531,0.675371454,15.27562986,1,1,0,0.01273642,0.011848622,-6.970544326,42.75,65.83333333,53.99610136,0.532464783,0.772356293,45.0530285,15,12,-20,0.1868297,0.1407839,-24.64587
01117,AL,Shelby,24,28,16.66666667,0.130805873,0.141459866,8.144888584,3,5,66.66666667,0.016350734,0.02526069,54.49269798,99,101,2.02020202,0.539574227,0.510265945,-5.431742451,7,4,-42.85714286,0.038151713,0.020208552,-47.03107498,51.75,101.4166667,95.9742351,0.27456057,0.504708679,83.82416607,26,26,0,0.1379435,0.1293912,-6.199824
01119,AL,Sumter,4,5,25,0.301454518,0.370974922,23.06165603,0,0,0,0,0,0,20,14,-30,1.50727259,1.038729782,-31.08547262,1,0,-100,0.07536363,0,-100,18.66666667,16.91666667,-9.375,1.424718872,1.259899208,-11.56857451,6,5,-16.66667,0.4579453,0.372384,-18.68374
01121,AL,Talladega,8,11,37.5,0.099768039,0.134698276,35.01144935,1,2,100,0.012471005,0.024490596,96.38028997,79,70,-11.39240506,0.985209388,0.857170846,-12.99607406,2,0,-100,0.02494201,0,-100,51.25,89.25,74.14634146,0.636685508,1.091582887,71.44773558,10,12,20,0.1242313,0.1467675,18.14046
01123,AL,Tallapoosa,5,6,20,0.122558031,0.14415107,17.61862432,1,1,0,0.024511606,0.024025178,-1.984479735,34,42,23.52941176,0.833394612,1.009057492,21.07799562,0,0,0,0,0,0,20,34.41666667,72.08333333,0.488758553,0.836005312,71.04668675,6,8,33.33333,0.1466276,0.1943257,32.53012
01125,AL,Tuscaloosa,36,27,-25,0.201119566,0.136909199,-31.92646455,4,4,0,0.022346618,0.020282844,-9.235286064,111,108,-2.702702703,0.620118661,0.547636795,-11.68838644,10,6,-40,0.055866546,0.030424266,-45.54117164,97.75,152.1666667,55.66922421,0.537737925,0.766212143,42.48802381,24,22,-8.333333,0.1320277,0.1107777,-16.09516
01127,AL,Walker,17,10,-41.17647059,0.247614886,0.150012751,-39.41690926,2,2,0,0.029131163,0.03000255,2.991254257,47,53,12.76595745,0.684582332,0.795067581,16.13907395,1,1,0,0.014565582,0.015001275,2.991254257,46,62.41666667,35.6884058,0.667605184,0.942550953,41.18388766,12,10,-16.66667,0.1741579,0.1510095,-13.2916
01129,AL,Washington,4,3,-25,0.233590283,0.17297048,-25.95133764,0,0,0,0,0,0,14,9,-35.71428571,0.817565989,0.518911439,-36.52971798,1,0,-100,0.058397571,0,-100,14.16666667,17.33333333,22.35294118,0.829041823,1.013112007,22.20276222,4,4,0,0.2340824,0.2337951,-0.1227385
01131,AL,Wilcox,9,9,0,0.715421304,0.783835569,9.562793938,0,0,0,0,0,0,9,7,-22.22222222,0.715421304,0.609649887,-14.7844936,0,0,0,0,0,0,22.83333333,21.08333333,-7.664233577,1.809727616,1.844399732,1.915874811,9,6,-33.33333,0.7133233,0.5248885,-26.41647
01133,AL,Winston,9,9,0,0.369974513,0.369959304,-0.004110659,0,0,0,0,0,0,22,22,0,0.904382143,0.904344966,-0.004110659,0,0,0,0,0,0,22.33333333,25.41666667,13.80597015,0.927926431,1.054283502,13.61714325,11,7,-36.36364,0.4570384,0.2903601,-36.46922
02010,AK,Aleutian Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02013,AK,Aleutians East,5,4,-20,1.77430802,1.261034048,-28.92812106,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,4.583333333,5,9.090909091,1.682574645,1.581777918,-5.990624371,3,3,0,1.101322,0.9490668,-13.82474
02016,AK,Aleutians West,5,3,-40,1.049758556,0.54505814,-48.07776163,0,0,0,0,0,0,0,2,,0,0.363372093,,1,0,-100,0.209951711,0,-100,6.333333333,5.416666667,-14.47368421,1.375615407,0.976503816,-29.01331208,3,3,0,0.6516073,0.5408329,-17.00018
02020,AK,Anchorage,34,32,-5.882352941,0.122080832,0.108265386,-11.31663844,9,9,0,0.032315514,0.03044964,-5.773928342,62,60,-3.225806452,0.222617988,0.202997598,-8.81347904,18,27,50,0.064631029,0.091348919,41.33910749,73.33333333,116.25,58.52272727,0.261464941,0.389303774,48.89329842,21,25,19.04762,0.0748741,0.0837212,11.8161
02050,AK,Bethel,21,23,9.523809524,1.228070175,1.320624713,7.536583765,0,0,0,0,0,0,4,6,50,0.233918129,0.344510795,47.27836472,0,0,0,0,0,0,55.58333333,56.75,2.098950525,3.228773357,3.197903753,-0.956078368,21,16,-23.80952,1.219866,0.9016116,-26.08931
02060,AK,Bristol Bay,3,3,0,3.009027081,2.912621359,-3.203883495,0,0,0,0,0,0,0,1,,0,0.970873786,,0,0,0,0,0,0,2,2,0,2.092050209,2.018163471,-3.531786075,1,1,0,1.046025,1.009082,-3.531792
02068,AK,Denali,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1.662049861,1.617250674,-2.69541779,0,0,0,0,0,0,2,0,-100,1.098297639,0,-100,0,0,0,0,0,0
02070,AK,Dillingham,4,6,50,0.805964135,1.206030151,49.63819095,0,0,0,0,0,0,2,2,0,0.402982067,0.40201005,-0.24120603,0,0,0,0,0,0,7.5,9,20,1.522533496,1.78784267,17.42550656,6,6,0,1.218027,1.191895,-2.145407
02090,AK,Fairbanks North Star,7,8,14.28571429,0.071463574,0.080651665,12.85702764,3,3,0,0.030627246,0.030244375,-1.250100815,18,22,22.22222222,0.183763476,0.22179208,20.69432123,1,9,800,0.010209082,0.090733124,788.7490927,17.25,24.91666667,44.44444444,0.175392218,0.248490772,41.67719359,8,8,0,0.0813413,0.079783,-1.915796
02100,AK,Haines,1,3,200,0.431965443,1.174628034,171.92639,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,3,3,0,1.28921358,1.175548589,-8.81661442,1,2,100,0.4297379,0.783699,82.36676
02105,AK,Hoonah-Angoon,,,,,,,,,,,,,,,,,,,,,,,,,4.916666667,7,42.37288136,2.253284449,3.287928605,45.91715694,3,2,-33.33333,1.374885,0.9394082,-31.67371
02110,AK,Juneau,8,6,-25,0.261917234,0.186543962,-28.77751523,2,3,50,0.065479309,0.093271981,42.44496953,4,5,25,0.130958617,0.155453302,18.70414128,1,1,0,0.032739654,0.03109066,-5.036686979,10.83333333,13.16666667,21.53846154,0.349563852,0.404431339,15.6959842,5,5,0,0.1613372,0.1535815,-4.807108
02122,AK,Kenai Peninsula,25,19,-24,0.469589391,0.337519763,-28.1244915,1,2,100,0.018783576,0.035528396,89.146075,17,20,17.64705882,0.319320786,0.355283961,11.26239706,8,11,37.5,0.150268605,0.195406178,30.03792656,30.66666667,34,10.86956522,0.571595435,0.597539543,4.538893558,11,11,0,0.2050288,0.1933216,-5.710014
02130,AK,Ketchikan Gateway,4,3,-25,0.304785126,0.220701832,-27.58772898,0,0,0,0,0,0,4,5,25,0.304785126,0.367836386,20.68711837,2,3,50,0.152392563,0.220701832,44.82454204,8.083333333,8,-1.030927835,0.617944602,0.580593657,-6.044383991,4,3,-25,0.305787,0.2177226,-28.79926
02150,AK,Kodiak Island,5,5,0,0.382438427,0.360438293,-5.752595156,0,0,0,0,0,0,1,2,100,0.076487685,0.144175317,88.49480969,2,0,-100,0.152975371,0,-100,10.5,10.08333333,-3.968253968,0.797266515,0.70814898,-11.17788502,3,3,0,0.2277904,0.2106889,-7.507551
02164,AK,Lake and Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,4.416666667,6.25,41.50943396,2.956269523,3.778718259,27.82049235,3,3,0,2.008032,1.813785,-9.673519
